id,nome,cpf,email,telefone,endereco,data_nascimento,profissao,salario,estado_civil
28033,Leonardo Lopes,069.534.287-83,rsouza@silva.br,0900 129 4533,"Travessa Vieira, 598, São Tomaz, 24813-346 da Luz de Ferreira / BA",1938-09-26,Atuário,47472,Casado
28034,Gustavo Dias,068.427.531-71,ypereira@moura.br,+55 71 3346 5239,"Conjunto Souza, 216, Nossa Senhora De Fátima, 05012744 da Cunha / PB",1968-01-06,Técnico em tratamento de água,18931,Viúvo
28035,Diego Dias,197.342.680-31,ybarros@bol.com.br,+55 41 1894 6157,"Favela Raquel das Neves, 2, Aparecida 7ª Seção, 60650628 Ribeiro de Ferreira / AL",1977-04-29,Agente funerário,68871,Divorciado
28036,Maria Eduarda Cardoso,679.514.208-67,joaquim18@hotmail.com,0800-578-2227,"Estação de Almeida, 467, Prado, 75657-830 Almeida / TO",1993-10-11,Atleta de tiro com arco,26903,Casado
28037,Dr. Igor Correia,897.021.435-60,xcostela@hotmail.com,61 3368-9601,"Pátio Luiz Henrique da Costa, 50, Vila Jardim Leblon, 03336566 Melo / MS",1952-11-27,Fonoaudiólogo,62504,Divorciado
28038,Paulo Vieira,321.896.475-09,upinto@fernandes.net,31 8981-4893,"Via Vicente Cardoso, Rio Branco, 50965048 Lopes de Teixeira / RJ",1952-01-27,Profissional de manutenção industrial,50868,Casado
28039,Antônio da Cruz,091.278.534-97,maria-juliaferreira@ig.com.br,(071) 0381-1915,"Trevo Costela, 669, Parque São Pedro, 40696099 Lopes / ES",1969-04-30,Engenheiro de processos,85854,Casado
28040,Esther Cavalcanti,842.019.536-70,joao-guilherme84@ig.com.br,+55 (011) 5861-4536,"Rua de Costela, 45, Santo Agostinho, 16516-057 Novaes do Sul / DF",1940-09-09,Moleiro,91835,Divorciado
28041,Dra. Ana Clara da Rocha,276.034.598-00,lramos@azevedo.br,21 6679 6083,"Trecho da Rosa, 658, Outro, 50780-033 Araújo do Oeste / RJ",1955-06-22,Limpador de vidros,21407,Solteiro
28042,Sr. Kaique Lopes,625.018.374-44,nogueirapaulo@da.com,84 0145-1494,"Trecho Gustavo Peixoto, 5, São Bernardo, 25812786 Martins / PE",1968-05-18,Diretor de fotografia,54046,Casado
28043,Srta. Clara das Neves,263.508.914-06,icardoso@vieira.br,(041) 4293 3333,"Fazenda de Oliveira, 71, Bandeirantes, 70268-310 Novaes do Oeste / PE",1972-04-10,Cardiologista,91463,Divorciado
28044,Juliana da Costa,309.741.862-87,pedro-lucasda-cruz@cardoso.org,0800 755 3124,"Setor Júlia da Luz, 64, Vila Olhos D'água, 44548569 Viana Verde / CE",1973-09-13,Ginasta rítmica,52296,Casado
28045,Kaique Campos,425.610.793-25,maria-sophiada-mata@bol.com.br,84 7483 6634,"Lagoa Porto, 47, Piraja, 08223-618 Barbosa da Prata / AP",1958-03-28,Consultor de radiestesia,22571,Divorciado
28046,João Lucas Duarte,730.589.412-50,eduardaalves@novaes.net,31 3899 2092,"Quadra Caldeira, Cruzeiro, 99111-050 Pinto / MT",2006-01-05,Químico farmacêutico,31623,Casado
28047,Rodrigo Carvalho,925.764.038-83,da-cruzvitoria@carvalho.com,0300-661-4519,"Trecho Marina Nascimento, 312, Aguas Claras, 57168482 Rodrigues do Amparo / RR",2003-06-24,Musicoterapeuta,45472,Casado
28048,Srta. Maysa da Paz,432.059.618-89,moraeshelena@ig.com.br,+55 11 0684 5665,"Setor Luigi Ferreira, 5, Vila De Sá, 51911305 Duarte / PB",1976-01-10,Engenheiro ambiental,3973,Viúvo
28049,Alexia Cardoso,028.975.463-10,nda-conceicao@ig.com.br,+55 (071) 8973-8724,"Aeroporto Henrique Dias, 99, Casa Branca, 83792860 Souza de Teixeira / AL",1990-09-15,Agente penitenciário,80616,Solteiro
28050,Clarice Silveira,583.649.710-93,vicenteoliveira@yahoo.com.br,+55 71 9203 9578,"Pátio de Ribeiro, 81, Vila Ouro Minas, 96294-783 Silva / AP",1955-02-01,Gari,25082,Solteiro
28051,Fernanda Araújo,870.132.645-71,correiasophie@oliveira.br,+55 41 2380-2531,"Via de Ferreira, 6, Itapoa, 59092929 Peixoto / MA",2002-04-22,Profissional de relações internacionais,10182,Divorciado
28052,Sra. Lívia da Cunha,790.186.534-20,emanueljesus@ig.com.br,+55 41 5093-3649,"Área Araújo, 49, Vila Antena Montanhês, 61212-897 Barros / MA",1969-11-09,Técnico em documentação,8240,Viúvo
28053,Juan Cavalcanti,163.547.209-16,nmendes@gomes.com,(081) 3832-6623,"Rua Juan Sales, 38, Acaiaca, 65322-708 da Luz / AC",1967-06-13,Profissional de manutenção industrial,4700,Casado
28054,Davi Luiz Almeida,628.719.543-64,arthur09@cavalcanti.br,+55 11 5267 4472,"Favela Julia Martins, Jardim São José, 64917-400 Viana / RO",1967-06-20,Capataz,63667,Solteiro
28055,Davi Lucca Alves,283.406.759-74,ana-vitoria88@carvalho.br,+55 61 2205 9008,"Rua Vinicius Nogueira, 77, Barro Preto, 84694-007 Santos do Oeste / RO",1942-01-05,Pintor,67135,Divorciado
28056,Maria Cecília Oliveira,386.457.012-35,xda-cunha@gmail.com,+55 (081) 1519-5911,"Loteamento de Fernandes, Jardim Guanabara, 18257-372 Porto Grande / CE",1986-10-21,Faxineiro,28450,Casado
28057,Fernando da Conceição,092.783.156-21,sophia83@aragao.com,+55 41 9829-9837,"Colônia Thiago Monteiro, Conjunto Califórnia Ii, 88361-295 Rezende / MG",1944-08-06,Lutador de jiu-jitsu,75857,Solteiro
28058,Sr. Calebe Fogaça,527.630.841-17,raul86@jesus.br,(021) 8895 9059,"Vale de Cardoso, 98, Maria Goretti, 40605-456 Almeida de da Luz / AM",1995-02-26,Astronauta,49904,Casado
28059,Yago Cardoso,059.871.624-67,maria-alice24@dias.br,71 2713-3902,"Via de Lima, 54, Nossa Senhora De Fátima, 65187962 Rezende / MG",1994-08-11,Gari,31184,Solteiro
28060,Larissa Cavalcanti,870.634.259-00,ilopes@bol.com.br,(061) 4887 8116,"Travessa Agatha da Costa, 75, Boa União 1ª Seção, 58210297 Costela / PI",1942-10-03,Babá,3286,Viúvo
28061,Levi da Cruz,568.710.394-57,sabrinafernandes@moreira.com,0500-010-9185,"Fazenda Emanuel Gomes, 511, Vitoria Da Conquista, 03187-572 Teixeira / PB",1995-01-20,Cambista,20697,Viúvo
28062,Joaquim da Cruz,723.054.896-92,maite44@gomes.br,+55 81 4615-4470,"Morro Barbosa, 715, Vila Ouro Minas, 30322748 da Paz / MT",1949-06-04,Engenheiro de computação,25255,Casado
28063,Nicolas Freitas,824.695.103-33,guilherme73@cardoso.com,61 0473 5566,"Passarela Vieira, Olhos D'água, 02824269 Duarte do Sul / DF",1998-03-11,Médico nuclear,71697,Divorciado
28064,Davi Lucca da Paz,243.701.695-34,oteixeira@ig.com.br,(041) 8085-9201,"Loteamento Teixeira, 391, Alto Dos Pinheiros, 90311592 Souza de Campos / PE",1974-09-17,Carnavalesco,78738,Casado
28065,Daniel Cardoso,715.430.689-01,caldeiraluana@bol.com.br,0300 819 0531,"Pátio de Moraes, 75, Olaria, 01337-764 Mendes / GO",1953-03-26,Personal trainer,13245,Divorciado
28066,Pietro Santos,012.458.396-24,nunesthiago@moreira.net,61 0022-5701,"Travessa Davi Luiz Mendes, Vila Califórnia, 93354-863 Souza / PB",1966-10-23,Agente de combate à endemias,96286,Solteiro
28067,Beatriz Lima,408.132.759-97,barbara80@ig.com.br,0300 260 5722,"Fazenda Luna Ribeiro, 485, Solimoes, 56766-834 Lopes / PA",1998-04-29,Promotor de eventos,17023,Divorciado
28068,Ana Fogaça,879.560.241-02,joaquim69@das.br,+55 84 6852-3004,"Chácara Ana Clara Caldeira, 328, Vila Madre Gertrudes 3ª Seção, 96772708 Viana / AP",1993-05-22,Nadador,26039,Casado
28069,Sr. Murilo Nogueira,061.853.927-12,martinsana-clara@lopes.br,(061) 5240-3004,"Ladeira Alexandre da Cruz, 49, Chácara Leonina, 73426687 Mendes / ES",1947-07-16,Metalúrgico,86652,Divorciado
28070,Laura Melo,857.621.439-37,walves@ig.com.br,+55 (081) 5741-1743,"Núcleo Alexandre Melo, Concórdia, 82857-032 Sales / MA",1972-05-21,Engraxate,14795,Divorciado
28071,Isadora Cardoso,209.147.653-61,thomas63@uol.com.br,11 6721 9732,"Estação Igor Fogaça, Marmiteiros, 64546694 Martins / RR",2006-08-09,Quadrinista,45068,Divorciado
28072,Luiz Gustavo Ferreira,426.035.871-53,isaacduarte@da.com,(081) 2673 4463,"Trevo João Cavalcanti, 355, Santa Efigênia, 81781757 Mendes / SP",1996-10-28,Forneiro,10387,Solteiro
28073,Ana Lívia Pinto,718.235.946-46,dmartins@pires.br,+55 84 0074-3604,"Trecho Novaes, 18, Vila Santa Monica 2ª Seção, 06694120 Barbosa / PI",1952-10-15,Diagramador,56562,Casado
28074,Alexia da Mata,754.302.681-35,jpires@cardoso.com,+55 61 3184-0113,"Morro Thales Aragão, 35, Marçola, 01505-678 da Rocha / AC",1954-05-20,Engenheiro sanitarista,29327,Casado
28075,Carolina Nunes,490.128.376-69,ngoncalves@jesus.br,21 7566-3635,"Avenida de Lima, 92, Mantiqueira, 87264-790 Rezende Grande / RO",1956-12-12,Webdesigner,42215,Divorciado
28076,Natália Cunha,039.658.724-00,ian15@cardoso.org,21 0602 7016,"Recanto Porto, Aparecida 7ª Seção, 79671268 da Mata / PR",1951-12-09,Lutador de jiu-jitsu,2355,Casado
28077,Dr. Davi Luiz Barros,193.752.460-43,peixotolarissa@nunes.com,(011) 3420 2586,"Trevo Juliana Castro, 15, Caiçara - Adelaide, 98855517 Peixoto / SP",1981-07-14,Tecnólogo em silvicultura,473,Casado
28078,Srta. Amanda Oliveira,364.107.298-04,esthersilveira@ig.com.br,+55 61 8920-4056,"Aeroporto da Paz, Luxemburgo, 19572-400 Gonçalves / SP",1945-02-09,Oftalmologista,46010,Casado
28079,Antônio Freitas,162.859.370-95,leticia62@barros.br,71 8054 6008,"Favela Sofia Cardoso, Candelaria, 35362-693 Cardoso / RR",1986-12-31,Técnico em agropecuária,79295,Divorciado
28080,Luiz Miguel Jesus,845.297.031-50,danielporto@yahoo.com.br,(011) 5952 6076,"Núcleo de da Rosa, 367, Tiradentes, 75138-217 Fogaça de Azevedo / RS",1946-05-16,Balconista,41166,Viúvo
28081,Noah Ribeiro,104.697.235-99,ana-laura97@rocha.br,41 4986 0530,"Recanto Otávio Costela, Santa Inês, 49213366 Jesus do Oeste / RJ",1966-07-19,Amolador de ferramentas,9165,Divorciado
28082,Dr. Davi Viana,847.912.053-32,ferreiramaria-luiza@hotmail.com,41 3927-9248,"Parque Silveira, 325, Vila Oeste, 19072580 Porto de Minas / SP",1997-06-30,Policial militar,28333,Casado
28083,Camila Cavalcanti,245.037.169-99,emanuelly20@yahoo.com.br,+55 (061) 5000-3635,"Trecho de Martins, 54, Candelaria, 87962-596 Cardoso / CE",1984-03-31,Headhunter,87489,Divorciado
28084,Luiz Otávio Duarte,835.746.102-62,taraujo@ig.com.br,+55 (084) 4979 3769,"Área de Cunha, Vila São Gabriel, 50930507 Pires da Prata / CE",1971-12-30,Microfonista,81321,Solteiro
28085,Larissa das Neves,396.078.412-04,maria-cecilia61@silva.com,(031) 0836 0127,"Avenida Danilo Ramos, 6, Vila Novo São Lucas, 99546-261 Gonçalves / AP",1937-11-29,Assistente de direção,2936,Solteiro
28086,João Vitor Cavalcanti,859.710.263-21,leonardo69@hotmail.com,(021) 7439 2867,"Trecho de da Cunha, 45, Suzana, 54874646 Rocha da Prata / AP",2003-04-03,Prefeito,12960,Casado
28087,Luiz Otávio Dias,604.582.139-42,pazevedo@hotmail.com,84 8121 7543,"Condomínio Ana Luiza Pires, São Francisco, 33380861 Moreira / TO",1973-09-27,Tecnólogo em tecnologia da madeira,82594,Solteiro
28088,Sra. Alexia Ramos,081.637.592-59,sophie16@cardoso.com,+55 (051) 8271-9473,"Colônia Maria Caldeira, 68, Vila São Gabriel Jacui, 62712829 Vieira do Sul / PA",1965-12-21,Engenheiro cartográfico,26263,Casado
28089,João Felipe Rocha,581.792.064-67,knunes@ig.com.br,71 5410 9662,"Colônia da Luz, Dom Silverio, 24447953 Cardoso do Galho / AP",1956-09-23,Contra regra,27245,Divorciado
28090,João Guilherme da Rosa,062.184.579-58,enzo-gabrielcastro@moreira.com,81 8509-7131,"Setor Bruno Freitas, 743, Graça, 11864001 Viana / MS",1978-11-24,Pedagogo,78975,Divorciado
28091,Sr. Benjamin Araújo,372.469.501-25,ana-luiza38@hotmail.com,+55 (031) 8224-3030,"Condomínio Pedro Lucas Moreira, 21, Xodo-Marize, 29917-326 Moura / MG",2005-07-16,Cozinheira,53328,Divorciado
28092,Kevin Rocha,547.961.083-00,raragao@yahoo.com.br,+55 (041) 7033-1203,"Avenida Correia, 1, Estrela, 33394-527 da Rosa / PA",1968-01-05,Militar do Exército,63483,Solteiro
28093,Letícia Mendes,576.438.029-47,agathada-rocha@costa.com,+55 (071) 1522-1107,"Lago Lorenzo Ramos, 63, Dom Cabral, 46461-372 Martins / CE",1956-01-09,Kite-surfer,67796,Casado
28094,Srta. Yasmin Nascimento,243.819.760-96,zfarias@porto.net,(011) 3165-1909,"Viela Ribeiro, 805, Campo Alegre, 35237-330 Peixoto das Pedras / RR",2004-04-19,Engenheiro de iluminação,95715,Divorciado
28095,Nicole Pereira,403.179.258-14,isabel04@silva.com,(081) 8372 6148,"Parque de da Paz, Petropolis, 00152-813 Jesus do Campo / GO",1941-10-11,Jornaleiro,60064,Viúvo
28096,Emanuelly Almeida,471.326.085-17,maria-sophiaaraujo@moraes.br,(071) 5340 4960,"Vale Ana Beatriz Ribeiro, 209, Conjunto Califórnia Ii, 64205102 das Neves de da Rocha / AL",2003-03-18,Tecnólogo em recursos pesqueiros,42394,Viúvo
28097,Calebe Lopes,584.031.279-79,mfernandes@melo.com,41 7218-2495,"Fazenda Isabel Dias, 10, Vila Vista Alegre, 47875-235 da Mota / RN",1999-03-03,Encarregado de manutenção predial,1029,Viúvo
28098,Júlia Correia,745.623.810-35,vicente20@hotmail.com,+55 41 1711 8209,"Praia Lavínia da Rosa, 27, Boa Viagem, 33093846 Costela do Oeste / MT",1995-11-11,Desenhista,11712,Divorciado
28099,Leonardo Pinto,235.187.604-08,dpinto@ig.com.br,(021) 7944 7915,"Parque de Almeida, Vitoria Da Conquista, 94001548 Pires / AP",2004-08-07,Técnico em hardware,31517,Solteiro
28100,Samuel da Rocha,462.785.319-09,wda-mota@silva.org,21 2852-3277,"Travessa Marcela Carvalho, 923, Serrano, 73167-718 Oliveira / ES",1987-05-03,Leiteiro,52458,Solteiro
28101,Thomas Fernandes,147.392.506-16,gabriellyrodrigues@ig.com.br,61 4555 9994,"Ladeira Júlia Lima, 742, Vila São João Batista, 42542169 Oliveira de Silva / RR",1972-10-29,Urbanista,6802,Solteiro
28102,Rafael Monteiro,192.807.546-02,msilveira@teixeira.com,61 8498-4711,"Morro de da Paz, 75, Vila Nova Paraíso, 93419758 da Paz / PE",1979-06-27,Ventríloquo,1018,Solteiro
28103,Luiz Henrique Aragão,461.025.789-02,maria-julia79@moura.com,+55 (021) 5715-8897,"Largo Araújo, 21, Vila Pilar, 71679804 Pires / MG",1985-12-29,Sushiman,40774,Casado
28104,Heloísa da Rosa,705.148.236-07,joao-vitor28@hotmail.com,(081) 7385 5781,"Núcleo Mendes, 1, Vila Pilar, 61451181 Rezende das Pedras / MS",1978-05-01,Porteiro,59900,Viúvo
28105,Alice Freitas,135.264.789-37,juliasantos@monteiro.com,51 5095 9558,"Residencial Ian da Mota, 202, São Lucas, 04354-764 Moreira / TO",1987-08-23,Infectologista,54675,Divorciado
28106,Sr. Igor Fernandes,980.651.273-12,cavalcantifernanda@da.br,81 9428-2098,"Residencial Ana Luiza Nogueira, 93, Senhor Dos Passos, 98275987 Lopes Paulista / RO",1992-04-08,Feirante,12819,Casado
28107,João Felipe Santos,804.716.293-40,da-costajoao-guilherme@da.com,71 1620-7580,"Núcleo Carvalho, 84, São Marcos, 19748409 Silva dos Dourados / PB",1957-01-01,Artista/Técnico em espetáculos de diversões,39174,Viúvo
28108,Isabelly da Paz,470.538.169-66,isabella55@da.br,+55 71 6469-0672,"Viela de Nogueira, Flamengo, 96597-356 Alves / GO",1999-06-18,Odontologista preventivo e social,37831,Viúvo
28109,Maria Luiza Peixoto,920.845.716-85,ericksilveira@moura.br,+55 (011) 4780 5265,"Esplanada da Conceição, 9, Vila Havaí, 42875-086 Barros / MG",1970-09-22,Anestesiologista,35631,Solteiro
28110,Vitor da Cruz,460.719.328-31,pietra74@uol.com.br,0300-718-7481,"Residencial Barbosa, 94, Canadá, 41573076 das Neves de Caldeira / MA",1992-07-30,Sonoplasta,39625,Viúvo
28111,Juan Ramos,985.240.137-88,luiz-gustavo48@bol.com.br,+55 31 9081-9522,"Trevo Maria Vitória Fogaça, 88, Vila Suzana Primeira Seção, 02834370 Moreira da Praia / MA",1962-09-12,Microfonista,76108,Viúvo
28112,Vicente Barros,108.275.936-86,laviniapereira@alves.br,0500-979-8567,"Fazenda Azevedo, 95, Jonas Veiga, 43367-572 Silva Alegre / PI",1980-10-14,Estilista,92773,Divorciado
28113,Dra. Esther Fogaça,961.245.087-02,dmonteiro@bol.com.br,+55 71 5260-8839,"Estrada da Cunha, 96, Virgínia, 25458624 Moraes do Norte / RN",1985-02-10,Profissional de linguística,50072,Casado
28114,Gustavo Peixoto,467.120.983-78,marcelo32@hotmail.com,+55 (061) 6729-5302,"Estação da Cunha, 32, Suzana, 77719-055 Fernandes / AC",1937-07-10,Tecnólogo em papel e celulose,15935,Casado
28115,Pietra Vieira,537.406.819-93,vitor81@yahoo.com.br,+55 (021) 1912 0598,"Passarela Silva, 40, Unidas, 59077-075 Silveira / AP",1966-10-13,Epidemiólogo,33037,Divorciado
28116,Maria Fernanda Aragão,063.842.179-96,sophiacampos@uol.com.br,0300-667-3404,"Travessa de da Rosa, 66, Aeroporto, 56397711 Pereira de Carvalho / TO",1983-09-08,Tecnólogo em produção moveleira,78181,Solteiro
28117,Bruna Silveira,180.429.573-60,vieiragustavo-henrique@da.br,+55 (084) 8479-4146,"Estação de Araújo, 92, Itaipu, 67685221 Cavalcanti / SP",2001-05-18,Modelista,24433,Solteiro
28118,Sr. Heitor Ferreira,932.560.741-70,oliveiraevelyn@porto.com,21 7906 4677,"Largo Marcela Cavalcanti, 91, Ermelinda, 30560-956 Azevedo / RN",1955-10-26,Caça-talentos/Olheiro,36871,Solteiro
28119,Henrique Nunes,240.169.387-40,augusto51@da.org,0500 548 3305,"Setor Breno Silva, 7, Vila Boa Vista, 07778-098 Mendes / BA",1961-08-04,Agente funerário,75790,Viúvo
28120,Ana Julia Monteiro,715.630.249-34,gda-mota@dias.com,51 5339 2974,"Lago de Farias, 8, Cinquentenário, 88966-387 Gomes de Santos / SC",1983-03-06,Cenógrafo,81116,Viúvo
28121,Luiz Felipe Freitas,975.643.180-66,brenda55@alves.br,+55 21 7013 6653,"Esplanada Barbosa, 30, Monsenhor Messias, 59230370 da Rosa da Praia / AL",1965-04-21,Secretária,36991,Divorciado
28122,Kamilly Jesus,659.831.720-77,erick81@das.org,+55 (081) 7691 1853,"Residencial da Costa, Lagoa, 42516-794 Silveira / PE",1973-02-27,Assistente de direção,9797,Casado
28123,Murilo da Costa,056.749.213-34,xsales@uol.com.br,61 2265-0875,"Morro de Rocha, 3, São Lucas, 16441-253 Ramos / RN",2007-07-30,Nutricionista,1799,Solteiro
28124,Ana Carolina Araújo,647.921.508-76,freitassabrina@duarte.com,+55 (061) 7177-6501,"Viela Maysa Nunes, 86, Vila São Francisco, 51848369 Cavalcanti de Goiás / AC",1953-01-13,Copeiro,69159,Divorciado
28125,Carlos Eduardo Duarte,345.820.179-32,idas-neves@freitas.org,+55 (051) 8939 3495,"Pátio de Castro, 41, Parque São Pedro, 24976-692 Fernandes / ES",1959-04-13,Militar da Marinha,37216,Divorciado
28126,Bernardo Peixoto,065.124.738-17,kfarias@ig.com.br,31 7536 3619,"Alameda Rodrigues, 69, Vista Do Sol, 34709-413 Monteiro do Oeste / DF",1941-10-04,Cabo,2119,Casado
28127,Brenda Martins,734.160.852-80,rafael80@uol.com.br,11 3815 2383,"Rodovia de Farias, 64, Vila Santa Monica 1ª Seção, 23379-364 Gonçalves da Prata / PR",2001-07-15,Maquinista,33288,Casado
28128,Cecília da Luz,670.915.384-39,bianca69@silveira.com,+55 (061) 6862-3245,"Rua Beatriz da Cruz, 46, Dom Joaquim, 82920-388 Viana do Sul / RO",1985-04-10,Vigia parlamentar,13019,Divorciado
28129,Sra. Julia Alves,527.138.069-68,bpereira@monteiro.br,0900 290 7350,"Campo Alves, 6, Lagoinha, 43850906 da Mata de Minas / GO",2000-10-25,Militar da Marinha,42433,Casado
28130,Emanuella Castro,804.936.751-75,milenamoura@yahoo.com.br,51 8910 6922,"Morro Maria Julia Pires, 17, Vila São Gabriel, 52430418 Costa / RS",1998-04-19,Nadador,98396,Solteiro
28131,Bruna Mendes,067.859.231-40,isabelly13@yahoo.com.br,+55 31 9435-5523,"Aeroporto de Ramos, Delta, 72424979 Jesus / GO",1980-04-22,Moleiro,11897,Divorciado
28132,Maria Clara Santos,840.235.671-08,vianaeduarda@gmail.com,0900 945 5152,"Fazenda Letícia Nogueira, 74, Vila Nova Dos Milionarios, 49858196 Campos de da Rocha / AL",1935-07-13,Armador,56781,Viúvo
28133,Luna Freitas,028.573.961-12,vmendes@yahoo.com.br,+55 61 6618-4005,"Quadra Leandro Pinto, 1, Granja De Freitas, 61444074 Mendes da Praia / MA",1993-03-09,Clarinetista,25181,Divorciado
28134,João Felipe das Neves,629.387.051-40,oliviamoura@costela.com,21 9427-6562,"Sítio da Mota, 66, Vila Engenho Nogueira, 56189848 Gomes da Praia / PI",1973-10-23,Dentista,52181,Divorciado
28135,Dra. Ana Júlia Monteiro,751.408.296-49,marinasilveira@gmail.com,+55 31 0924 6125,"Campo Rezende, 67, Mineirão, 36516-289 Campos de Santos / DF",1963-09-04,Médico geneticista,5865,Casado
28136,Rodrigo Aragão,735.169.248-37,ucorreia@moreira.net,(071) 1245 2807,"Recanto Sofia Carvalho, 1, Zilah Sposito, 74064665 Fernandes do Oeste / PE",1999-06-29,Cartunista,73311,Viúvo
28137,Juliana Teixeira,530.742.986-00,theo76@ig.com.br,(071) 5502-3338,"Vale Stella Campos, 26, Jardim Felicidade, 03990-431 da Rocha Alegre / SE",1946-03-27,Assistente de câmera,67577,Divorciado
28138,Luana Ribeiro,714.953.628-09,ocarvalho@goncalves.org,+55 (031) 5642 1860,"Loteamento Miguel Rezende, Santa Cruz, 28460-415 Correia / AM",1991-07-20,Mestre-de-obras,50098,Solteiro
28139,Letícia Moura,893.145.270-50,oda-luz@gmail.com,(031) 4721 1736,"Lago de Araújo, Nazare, 18209423 Araújo do Sul / DF",1940-08-18,Modelo,77322,Casado
28140,Erick Duarte,192.685.304-06,maria-julia13@rezende.br,(021) 7790 7637,"Residencial Cardoso, 23, Jardim Atlântico, 97618-204 Caldeira de Moraes / MG",1945-03-21,Notário,27591,Solteiro
28141,Ana Sophia Gonçalves,830.914.657-48,gabriel94@uol.com.br,(041) 9466-1311,"Vila de Martins, 99, Mariquinhas, 18480-786 Pereira / MS",2003-09-04,Engenheiro industrial,19653,Solteiro
28142,Ana Campos,029.145.673-16,anovaes@uol.com.br,11 0674-6401,"Rua Silveira, 694, Itatiaia, 62788123 da Luz / MG",1976-12-15,Assistente de produção,36714,Divorciado
28143,Dr. Cauã Costela,380.467.152-71,lsales@da.com,+55 (071) 4688 1853,"Feira de Ramos, 914, Providencia, 09646437 Teixeira / PE",1997-12-14,Inspetor,18631,Solteiro
28144,Thiago Farias,142.073.698-13,theoviana@uol.com.br,0500-556-8914,"Estrada de Lima, 920, Itaipu, 28733-462 Aragão / AC",2004-06-14,Quitandeiro,40403,Solteiro
